종목,시세,등락률,시가총액,거래량
삼성 인버스 2X HSCEI ETN(H),"13,475",3.77,135,"1,098"
대신 S&P 인버스 WTI원유 선물 ETN,"13,460",-2.46,135,12
KODEX 최소변동성,"11,065",0.00,133,-
신한 인버스 금 선물 ETN(H),"6,630",0.30,133,"2,004"
KODEX 코스닥150롱코스피200숏선물,"8,775",-0.11,132,172
TRUE 인버스 플래티넘 선물 ETN,"13,150",1.54,132,3
TIMEFOLIO Korea플러스배당액티브,"10,400",0.05,131,"13,981"
메리츠 인버스 국채30년 ETN,"13,095",-1.06,131,1
KODEX 미국S&P500산업재(합성),"22,805",0.51,131,615
ARIRANG 우주항공&UAM iSelect,"10,050",-0.89,131,"9,959"
KODEX 구리선물(H),"7,255",-1.96,131,"4,441"
TRUE 인버스 은 선물 ETN,"13,035",0.00,130,-
TIGER 200 철강소재,"8,915",-2.62,130,"9,446"
ACE 일본Nikkei225(H),"18,505",1.15,130,370
KBSTAR 중국MSCI China(H),"8,610",-1.60,129,"5,064"
삼성 인버스 HSCEI ETN(H),"12,905",2.02,129,7
QV 레버리지 은 선물 ETN(H),"12,895",0.00,129,-
신한 USD K200 선물 바이셀 ETN,"6,445",0.00,129,-
메리츠 인버스 2X 미국채30년 ETN(H),"12,865",-2.06,129,320
삼성 인버스 2X 구리 선물 ETN(H),"2,570",3.63,129,"65,442"
KB 레버리지 KOSDAQ 150 선물 ETN,"25,625",-0.76,128,"24,038"
KBSTAR 헬스케어채권혼합,"10,670",-0.28,128,"1,200"
미래에셋 인버스 2X 옥수수 선물 ETN,"12,720",5.04,127,"13,501"
KODEX TDF2050액티브,"10,560",0.28,127,"3,623"
BNK 주주가치액티브,"11,495",-0.86,126,"1,935"
TIGER 200동일가중,"10,995",0.00,126,-
ARIRANG 200선물인버스2X,"5,870",1.73,126,"19,273"
KB 인버스 2X 항셍테크 선물 ETN,"12,605",4.82,126,"8,166"
HANARO 글로벌탄소배출권선물ICE(합성),"12,595",0.16,126,"12,230"
TRUE 레버리지 유로스탁스50 ETN(H) B,"12,565",1.05,126,84
KOSEF 고배당,"9,290",-0.43,125,"1,551"
신한 인버스 옥수수 선물 ETN(H),"6,265",1.70,125,517
TIMEFOLIO 탄소중립액티브,"9,625",-0.77,125,461
하나 S&P 레버리지 WTI원유 선물 ETN,"12,510",5.79,125,"2,528"
신한 블룸버그 레버리지 WTI원유 선물 ETN,"12,490",5.76,125,"117,207"
메리츠 레버리지 은 선물 ETN(H),"12,480",-3.41,125,131
QV 블룸버그 2X WTI원유선물 ETN,"12,460",5.41,125,"5,651"
대신 2X 철광석 선물 ETN(H),"12,360",-4.67,124,738
SOL 국고채3년,"101,825",0.10,123,93
메리츠 인버스 2X 대표 농산물 선물 ETN(H),"12,290",1.78,123,"2,281"
TIGER 유로스탁스레버리지(합성 H),"9,420",0.86,122,"1,246"
대덕1우,"10,090",1.10,122,"2,993"
TRUE 인버스 베트남 VN30 선물 ETN(H),"12,225",-0.41,122,1
삼성 레버리지 항셍테크 ETN(H),"2,035",-4.46,122,"172,874"
KB 레버리지 KOSPI 200 선물 ETN,"24,400",-0.41,122,"8,630"
KODEX 200exTOP,"11,065",0.00,122,-
신한 FnGuide 메타버스 ETN,"6,055",-2.18,121,76
JW중외제약2우B,"60,500",0.00,121,3
삼성 인버스 항셍테크 ETN(H),"12,095",3.38,121,"4,245"
메리츠 인버스 미국채10년 ETN(H),"12,090",-0.49,121,1
ARIRANG 고배당주채권혼합,"10,955",0.09,121,"2,332"
대신 S&P500 VIX S/T 선물 ETN,"11,900",-1.49,119,737
KB S&P 유럽탄소배출권 선물 ETN(H),"11,900",0.00,119,1
메리츠 블룸버그 레버리지 WTI선물 ETN(H),"11,860",5.19,119,"34,547"
KODEX 미국클린에너지나스닥,"9,120",-0.44,119,"4,621"
SOL 코스닥150,"10,955",-1.31,118,19
신한 달러인덱스 선물 ETN(H),"11,825",-0.08,118,31
KB S&P 레버리지 WTI원유 선물 ETN(H),"11,815",4.84,118,"36,158"
삼성 인버스 코스피 200 선물 ETN,"11,785",0.86,118,"60,329"
신한 인버스 콩 선물 ETN(H),"5,885",0.09,118,159
KOSEF 코스닥150,"5,600",-0.80,118,73
메리츠 대표 농산물 선물 ETN(H),"11,760",-0.80,118,3
TIGER LG그룹+펀더멘털,"9,320",-0.75,117,"2,117"
KODEX KRX300레버리지,"11,710",-1.76,117,495
TRUE 인버스 금 선물 ETN,"11,675",0.86,117,2
ACE 글로벌메타버스테크액티브,"6,855",0.29,117,"1,022"
메리츠 인버스 미국채30년 ETN(H),"11,605",-0.85,116,4
KOSEF 국고채10년레버리지,"104,945",0.90,115,680
TRUE S&P500 양매도 4% OTM ETN(H),"11,525",0.00,115,-
TIGER 로우볼,"11,985",-0.62,115,"5,231"
KOSEF 미국S&P500,"10,410",0.34,115,"1,900"
하나 인버스 2X 옥수수 선물 ETN(H),"11,425",4.05,114,"1,796"
넥센우,"3,160",-0.16,114,675
신한 인버스 2X 미국달러 선물 ETN,"5,685",-0.96,114,"4,014"
삼양사우,"30,600",-2.55,113,582
TRUE 금 선물 ETN,"11,320",0.00,113,-
TRUE 인버스 HSCEI ETN(H) B,"11,305",1.94,113,"2,305"
SK증권우,"2,885",-1.20,113,"6,044"
메리츠 인버스 2X 국채10년 ETN,"11,225",-1.41,112,42
TRUE FnGuide IoT ETN,"11,075",1.56,111,2
신한 인버스 2X 은 선물 ETN(H),"2,215",3.50,111,"36,400"
에셋플러스 코리아대장장이액티브,"10,055",-0.64,111,"2,033"
ACE 일본TOPIX레버리지(H),"22,115",1.44,111,46
삼성 인버스 코스닥 150 선물 ETN,"11,050",1.01,111,"19,841"
ARIRANG 200선물레버리지,"27,525",-1.50,110,647
하나 인버스 코스닥150 선물 ETN,"10,980",0.69,110,57
TRUE 유로스탁스50 양매도 5% OTM ETN(H),"10,960",0.00,110,-
신한 인버스 구리 선물 ETN(H),"5,455",1.87,109,"8,131"
KBSTAR 국채선물5년추종,"47,830",0.43,109,108
대신 인버스 밀 선물 ETN(H),"10,900",-0.32,109,1
메리츠 인버스 국채10년 ETN,"10,855",0.00,109,-
ACE 골드선물 레버리지(합성 H),"15,500",-0.19,109,946
ACE 멕시코MSCI(합성),"13,520",-0.29,108,"1,826"
삼성 인버스 은 선물 ETN(H),"10,750",1.65,108,90
태양금속우,"3,255",-3.98,107,"44,404"
메리츠 레버리지 국채5년 ETN,"10,725",0.00,107,-
FOCUS AI코리아액티브,"10,705",-0.70,107,225
파워 코스피100,"24,310",-0.80,107,41
신한 레버리지 Russell 2000 ETN,"10,690",1.23,107,93
DB하이텍1우,"95,000",-1.35,107,"1,667"
TIGER 일본TOPIX(합성 H),"16,665",-0.66,107,12
TIGER 은행,"6,915",0.29,106,"4,422"
메리츠 인버스 은 선물 ETN(H),"10,610",0.00,106,-
KBSTAR 배터리 리사이클링iSelect,"11,515",-0.04,106,"66,442"
TRUE 구리 선물 ETN,"10,570",0.00,106,-
KB KRX ESG Eco ETN,"10,570",0.48,106,3
JW중외제약우,"32,400",1.25,106,361
TIGER KRX300,"15,015",-0.43,105,17
미래에셋 FnGuide 부산엑스포 추가수익 ETN,"10,490",0.00,105,-
SOL KRX300,"14,985",-0.56,105,2
KODEX 200동일가중,"10,485",-0.90,105,124
메리츠 국채5년 ETN,"10,425",0.00,104,-
KODEX Fn K-뉴딜디지털플러스,"8,670",-0.57,104,542
메리츠 레버리지 국채3년 ETN,"10,370",0.00,104,-
TRUE 인버스 2X S&P500 선물 ETN(H),"2,065",0.00,103,"50,219"
삼성 인버스 나스닥 100 ETN(H),"10,315",0.10,103,39
대신 알루미늄 선물 ETN(H),"10,305",-0.91,103,72
KODEX 혁신기술테마액티브,"11,440",-1.00,103,60
KBSTAR 미국고정배당우선증권ICE TR,"10,280",0.24,103,"1,037"
KODEX KTOP30,"17,130",-1.13,103,185
메리츠 인버스 3X 국채10년 ETN,"20,550",-0.92,103,19
TIGER 글로벌사이버보안INDXX,"9,160",0.11,103,"1,135"
KOSEF 물가채KIS,"102,545",0.20,103,26
메리츠 국채3년 ETN,"10,250",-0.05,103,"90,000"
HANARO 탄소효율그린뉴딜,"7,880",-0.57,102,89
SOL 유럽탄소배출권선물S&P(H),"14,635",0.27,102,"5,867"
KODEX 미국스마트모빌리티S&P,"6,380",-1.24,102,"2,217"
메리츠 인버스 3X 국채5년 ETN,"20,405",0.00,102,-
TRUE 레버리지 베트남 VN30 선물 ETN(H),"10,175",-0.78,102,"90,088"
QV S&P500 버퍼10% 6월 ETN(H),"10,170",0.00,102,-
KB 인버스 2X S&P 500 선물 ETN,"10,170",0.49,102,"2,160"
메리츠 인버스 구리 선물 ETN(H),"10,160",2.11,102,"1,646"
삼성 인버스 구리 선물 ETN(H),"10,155",2.11,102,227
한국ANKOR유전,145,-2.03,102,"2,101,707"
KTOP 코스피50,"22,560",-0.70,102,399
QV US 500 월간레버리지 ETN(H),"20,305",0.00,102,-
하나 iSelect-WG 탄소중립 ESG ETN,"10,125",0.00,101,-
SOL 24-06 국고채액티브,"100,785",0.13,101,121
메리츠 인버스 3X 국채3년 ETN,"20,115",0.00,101,-
삼성 인버스 금 선물 ETN(H),"10,055",0.55,101,3
QV S&P500 VIX S/T 선물 ETN C,"5,025",-1.95,101,"2,125"
메리츠 3X 레버리지 국채3년 ETN,"20,090",0.07,100,74
QV S&P500 버퍼10% 12월 ETN(H),"10,020",0.00,100,-
QV iSelect-WG 그린에너지 ESG ETN,"10,015",0.00,100,-
SOL 차이나태양광CSI(합성),"8,345",-1.48,100,"2,883"
TIGER 코스닥150바이오테크,"7,035",-2.16,100,"149,544"
신한 인버스 은 선물 ETN(H),"4,990",1.11,100,"10,134"
메리츠 금 선물 ETN(H),"9,975",0.00,100,-
삼성 금 선물 ETN(H),"9,965",-0.15,100,1
메리츠 3X 레버리지 국채5년 ETN,"19,890",0.53,99,25
KB 인버스 2X 은 선물 ETN(H),"19,855",2.69,99,"1,197"
KODEX TDF2030액티브,"10,435",0.14,99,212
KBSTAR KRX300,"15,225",-0.75,99,"1,205"
신한 인버스 Russell 2000 ETN,"9,895",-0.55,99,3
미래에셋 인도네시아 Top5 ETN,"9,880",1.44,99,"3,145"
ARIRANG S&P글로벌인프라,"14,020",0.65,98,26
TIGER 한중전기차(합성),"10,325",-1.10,98,"2,248"
에셋플러스 글로벌대장장이액티브,"10,400",1.32,98,"3,188"
메리츠 인버스 국채5년 ETN,"9,775",0.00,98,-
메리츠 인버스 2X 국채3년 ETN,"9,760",0.00,98,-
QV S&P500 버퍼10% 3월 ETN(H),"9,755",0.00,98,-
SOL 차이나육성산업액티브(합성),"7,495",-0.07,97,"1,496"
메리츠 3X 레버리지 국채10년 ETN,"19,480",1.06,97,"2,073"
메리츠 인버스 3X 국채30년 ETN,"48,540",-3.59,97,363
KODEX 일본TOPIX100,"16,180",0.43,97,327
KOSEF 미국달러선물인버스,"9,115",-0.55,97,"7,276"
ACE 원자력테마딥서치,"10,665",-1.48,96,"3,815"
메리츠 구리 선물 ETN(H),"9,585",0.00,96,-
성신양회우,"13,020",-3.34,96,"12,366"
미래에셋 인도네시아 금속&에너지 Top5 ETN,"9,570",3.13,96,"3,219"
KODEX 미국S&P바이오(합성),"23,570",-0.02,96,164
마이다스 KoreaStock액티브,"18,185",0.08,95,10
KB 인버스 2X 금 선물 ETN(H),"19,095",0.61,95,179
KB 레버리지 금 선물 ETN(H),"18,980",0.00,95,-
미래에셋 인버스 에너지화학 Core5 ETN,"4,740",-0.11,95,202
삼성 인버스 China A50 선물 ETN(H),"9,450",1.29,95,68
KOSEF 200선물인버스2X,"2,915",1.75,94,"200,736"
일양약품우,"21,200",-2.30,94,840
메리츠 인버스 2X 국채5년 ETN,"9,435",0.00,94,-
코리아써키트2우B,"12,030",-2.98,94,"91,981"
KODEX Fn웹툰&드라마,"5,525",-1.43,94,"7,265"
KB 블룸버그 레버리지 천연가스선물 ETN(H),"2,085",12.10,94,"713,175"
삼성 FnGuide 웹 3.0 ETN,"9,360",-0.32,94,3
삼성 구리 선물 ETN(H),"9,355",-2.25,94,6
TRUE 블룸버그 인도네시아 대표원자재 ETN,"9,275",0.65,93,280
ACE 글로벌브랜드TOP10블룸버그,"10,895",1.44,93,"228,858"
태영건설우,"7,110",-2.47,93,"1,439"
ACE 엔비디아채권혼합블룸버그,"11,535",1.72,92,"30,548"
TIGER 미국S&P500선물인버스(H),"4,000",0.25,92,"8,021"
KB 인버스 2X 구리 선물 ETN(H),"18,375",4.85,92,689
하나 인버스 2X 콩 선물 ETN(H),"9,185",0.22,92,955
KODEX MSCI Korea,"15,305",-1.23,92,54
삼성 인버스 2X 금 선물 ETN(H),"9,175",0.66,92,"1,263"
크라운제과우,"11,800",0.25,91,"5,595"
TIGER 미국나스닥넥스트100,"10,725",-0.19,91,105
KB FnGuide 언택트 ETN,"9,075",-0.38,91,6
KOSEF KRX100,"5,035",-0.79,91,152
ACE 미국IT인터넷S&P(합성 H),"11,320",-0.83,91,460
WOORI AI ESG액티브,"8,165",-0.85,90,569
ARIRANG 미국S&P500,"9,970",0.45,90,460
덕성우,"6,440",0.31,90,"8,652"
TRUE 은 선물 ETN,"8,945",-1.00,89,1
ARIRANG KRX300,"14,905",-0.83,89,20
KODEX 콩선물(H),"14,835",-0.10,89,112
ARIRANG 우량회사채50 1년,"110,620",0.10,88,74
TIGER 한중반도체(합성),"10,385",-0.72,88,"1,101"
TRUE 플래티넘 선물 ETN,"8,825",-0.17,88,401
남선알미우,"28,600",-1.21,88,"4,860"
ACE 코스피,"25,140",-0.89,88,75
TREX 펀더멘탈 200,"35,185",-0.64,88,2
ACE 미국달러단기채권액티브,"9,770",0.31,88,"5,117"
삼성 블룸버그 WTI원유 선물 ETN,"8,765",2.45,88,3
삼성 KRX 리츠 TOP10 월배당 ETN,"8,760",1.21,88,"11,529"
TRUE 블룸버그 WTI원유 선물 ETN,"8,735",1.93,87,2
삼성 S&P500 VIX S/T 선물 ETN(H) C,"4,365",-2.35,87,"24,358"
대신 2X 알루미늄 선물 ETN(H),"8,700",-1.47,87,778
KOSEF Fn중소형,"20,710",-0.81,87,51
메리츠 레버리지 국채10년 ETN,"8,695",0.87,87,261
삼성 나스닥 100 ETN(H),"8,655",-0.17,87,"11,538"
삼성 은 선물 ETN(H),"8,645",0.00,86,-
ACE 중장기국공채액티브,"97,105",0.23,86,2
메리츠 CSI 300 ETN,"8,640",0.00,86,-
TIMEFOLIO 미국나스닥100액티브,"9,805",0.72,86,29
ACE 싱가포르리츠,"12,320",-0.20,86,"1,685"
메리츠 미국채30년 ETN(H),"8,570",1.12,86,"14,233"
KBSTAR 미국빅데이터Top3채권혼합iSelect,"10,690",-0.09,86,"3,002"
신한 인버스 달러인덱스 선물 ETN(H),"8,545",0.00,85,580
TIMEFOLIO 미국S&P500액티브,"9,925",0.86,85,"10,088"
메리츠 은 선물 ETN(H),"8,525",-1.39,85,24
KODEX 한중전기차(합성),"10,615",-0.14,85,"2,203"
TIGER S&P글로벌인프라(합성),"12,090",0.75,85,38
삼성 KRX 2차전지 K-뉴딜 ETN,"8,440",-0.24,84,114
FOCUS 혁신기업액티브,"7,655",-0.58,84,3
ARIRANG 국채선물10년,"51,175",0.27,84,76
에셋플러스 글로벌영에이지액티브,"10,415",0.10,83,"3,101"
대상홀딩스우,"9,120",-1.30,83,"7,065"
KOSEF 미국S&P500(H),"10,395",-0.10,83,"133,253"
KB 인버스 KOSPI 200 선물 ETN,"11,870",1.24,83,44
KBSTAR KRX300레버리지,"11,845",-1.41,83,30
KODEX Fn멀티팩터,"11,810",-0.25,83,1
TIGER 우선주,"11,160",-1.11,83,"2,439"
삼성 코스피 양매도 5% OTM ETN,"8,245",0.00,82,-
TIGER 이머징마켓MSCI레버리지(합성 H),"7,210",-1.50,82,996
TREX 200,"32,815",-0.88,82,30
KOSEF 차이나A50커넥트레버리지MSCI(합성H),"10,870",-2.55,82,307
KBSTAR 글로벌수소경제Indxx,"9,590",0.31,82,"1,042"
하나 코스닥150 선물 ETN,"8,135",-0.25,81,2
KBSTAR KQ고배당,"12,510",-0.99,81,42
KOSEF 블루칩,"8,130",-0.61,81,"1,429"
HANARO 글로벌워터MSCI(합성),"10,100",0.00,81,46
SOL KEDI메가테크액티브,"11,540",-1.11,81,"2,324"
SOL 미국TOP5채권혼합40 Solactive,"10,080",-0.40,81,"9,833"
ACE 삼성그룹동일가중,"16,110",-0.71,81,26
HANARO KRX300,"14,645",-0.51,81,57
대신 천연가스 선물 ETN(H),"8,030",6.57,80,"20,062"
신한 인버스 다우존스지수 선물 ETN(H),"4,010",0.12,80,23
KB 인버스 2X KOSPI 200 선물 ETN,"16,035",1.65,80,"35,814"
KBSTAR 삼성그룹Top3채권혼합블룸버그,"9,925",-0.25,79,"20,423"
HANARO Fn K-반도체,"7,900",-1.86,79,"14,018"
KOSEF 200선물레버리지,"13,545",-1.60,79,"19,629"
KB 레버리지 구리 선물 ETN(H),"15,700",-5.02,79,43
HANARO Fn K-메타버스MZ,"7,465",-1.32,78,530
TRUE 코스닥 150 ETN,"7,830",-0.19,78,2
KOSEF 미국방어배당성장나스닥,"13,050",-0.04,78,"1,067"
ACE 레버리지,"6,000",-1.80,78,"5,232"
SOL 한국형글로벌반도체액티브,"9,990",1.63,78,"3,584"
삼성 알루미늄 선물 ETN,"7,760",-0.26,78,1
KOSEF 코스피100,"24,190",-0.82,77,97
동원시스템즈우,"29,300",-0.34,77,196
ACE 미국S&P500채권혼합액티브,"9,670",0.73,77,"2,446"
히어로즈 TDF2040액티브,"10,295",0.78,77,36
KODEX 밸류Plus,"8,575",-0.41,77,234
히어로즈 TDF2050액티브,"10,265",0.49,77,18
KB 인버스 KOSDAQ150 선물 ETN,"10,995",0.14,77,2
ACE 미국나스닥100채권혼합액티브,"9,605",1.00,77,731
ACE 중국본토CSI300레버리지(합성),"3,650",-0.82,77,"2,981"
ACE 밸류대형,"8,480",-0.82,76,20
메리츠 국채30년 ETN,"7,630",1.19,76,"1,872"
히어로즈 TDF2030액티브,"10,145",0.69,76,3
KODEX MSCI밸류,"10,865",-0.50,76,10
HANARO KAP초장기국고채,"37,925",1.08,76,"1,594"
TRUE 베트남 VN30 선물 ETN(H),"7,525",-0.46,75,79
KOSEF SK그룹대표주,"10,010",-0.50,75,410
ARIRANG 고배당저변동50,"11,525",-0.22,75,116
ARIRANG Apple채권혼합Fn,"9,970",0.00,75,"11,219"
KOSEF 독일DAX,"9,945",0.35,75,259
ACE 스마트밸류,"12,420",-0.76,75,20
VITA 밸류알파액티브,"9,910",-0.60,74,167
마이다스 KoreaStock중소형액티브,"19,815",0.10,74,6
TRUE 인버스 2X HSCEI ETN(H),"7,415",3.63,74,"25,142"
마이다스 200커버드콜5%OTM,"12,305",-0.36,74,12
KODEX TDF2040액티브,"10,525",0.33,74,536
KBSTAR 주식혼합,"36,825",-0.14,74,6
KB 레버리지 KRX 리츠 TOP 10 ETN,"7,365",1.80,74,751
TIGER 금은선물(H),"9,205",-0.27,74,952
KODEX 한중반도체(합성),"10,500",-0.94,74,8
TIMEFOLIO K컬처액티브,"7,340",-1.14,73,407
ARIRANG KS밸류가중TR,"14,610",-0.85,73,250
TIGER KTOP30,"8,585",-0.58,73,465
UNICORN R&D 액티브,"10,425",-0.52,73,21
KOSEF 차이나A50커넥트MSCI,"9,700",0.05,73,199
ARIRANG KS로우사이즈가중TR,"14,495",-0.55,72,189
TIGER MSCI KOREA ESG유니버설,"9,660",-0.16,72,155
ACE 중국과창판STAR50,"7,235",-0.41,72,"1,920"
신한 인버스 2X Russell 2000 ETN,"7,235",0.21,72,"7,628"
WOORI 200,"32,100",-1.02,72,114
KBSTAR 글로벌농업경제MV,"10,290",0.68,72,"1,029"
KODEX TSE일본리츠(H),"12,000",0.67,72,"1,222"
HANARO Fn K-푸드,"9,595",-0.62,72,"1,785"
신한 인버스 2X 10년 국채선물 ETN,"10,275",0.00,72,-
ACE 스마트퀄리티,"14,365",-1.07,72,25
SOL 한국형글로벌전기차&2차전지액티브,"9,690",0.00,72,"3,628"
TIGER 코스피중형주,"14,305",-0.63,72,16
KBSTAR KRX300미국달러선물혼합,"14,285",-0.63,71,118
대원전선우,"2,720",1.30,71,"2,263"
TIGER 의료기기,"14,255",-1.96,71,"2,914"
동부건설우,"31,550",-1.10,71,"2,223"
TIGER 경기방어채권혼합,"8,895",0.11,71,"1,322"
금강공업우,"12,050",-2.27,71,962
KODEX 미국채울트라30년선물인버스(H),"10,150",-0.88,71,"2,287"
QV US 500 ETN(H),"10,135",0.00,71,-
TIGER 200커뮤니케이션서비스,"18,580",-1.87,71,276
ACE 미국30년국채선물레버리지(합성 H),"8,825",1.85,71,"228,307"
대신 S&P WTI원유 선물 ETN,"7,050",2.69,71,102
KODEX 200 중소형,"11,730",-0.51,70,"1,780"
히어로즈 글로벌리츠이지스액티브,"9,385",1.90,70,"11,681"
ACE 스마트로우볼,"14,075",-0.71,70,20
TIGER 200커버드콜ATM,"8,795",0.11,70,"54,997"
KB 인버스 2X KOSDAQ 150 선물 ETN,"14,015",1.85,70,"110,963"
금호건설우,"23,850",-1.45,70,409
한양증권우,"13,250",-0.60,70,948
HANARO 미국S&P500,"9,915",0.10,69,216
파워 고배당저변동성,"28,875",-0.62,69,66
노루페인트우,"14,930",-0.53,69,776
ACE 미국스팩&IPO INDXX,"5,760",-0.86,69,486
신한 레버리지 10년 국채선물 ETN,"9,875",1.44,69,6
크라운해태홀딩스우,"11,490",-0.43,69,624
KODEX 모멘텀Plus,"9,845",-0.25,69,5
마이티 코스피100,"24,510",-1.05,69,2
ACE 스마트모멘텀,"13,700",-0.98,69,50
KBSTAR 유로스탁스50(H),"11,410",0.53,68,201
KODEX 경기소비재,"9,750",-1.47,68,784
메리츠 STAR 50 ETN,"6,825",0.00,68,-
깨끗한나라우,"18,610",2.93,68,"34,885"
KOSEF 차이나A50커넥트인버스MSCI(합성 H),"9,060",2.60,68,74
KBSTAR 글로벌데이터센터리츠나스닥(합성),"10,445",-0.10,68,218
미래에셋 천연가스 선물 ETN(H),"3,385",6.11,68,"402,656"
KB 레버리지 FANG 플러스 ETN(H),"13,475",0.19,67,"1,203"
메리츠 레버리지 미국채10년 ETN(H),"6,735",0.90,67,"25,789"
신한 인버스 2X S&P500 선물 ETN,"3,365",0.60,67,"36,487"
KBSTAR V&S셀렉트밸류,"13,345",-0.48,67,67
ACE 코스닥(합성),"11,110",-0.09,67,7
KBSTAR 차이나항셍테크,"5,785",-0.86,67,"14,182"
HANARO 글로벌신재생에너지MSCI(합성),"9,440",0.32,66,254
TIGER 모멘텀,"21,960",0.11,66,5
하이트진로홀딩스우,"13,990",-0.07,66,72
ACE 일본TOPIX인버스(합성 H),"3,860",-0.26,66,"1,873"
HANARO Fn5G산업,"10,905",-1.58,65,90
ACE Fn성장소비주도주,"6,490",-0.76,65,94
HANARO 농업융복합산업,"11,775",-0.46,65,194
KBSTAR 수출주,"10,735",-0.42,64,6
ARIRANG 코스피,"25,505",-0.64,64,45
TRUE 인버스 2X 유로스탁스50 ETN(H),"2,125",-0.70,64,"165,092"
ARIRANG 심천차이넥스트(합성),"10,540",-1.50,63,59
KODEX 국채선물3년인버스,"52,665",-0.26,63,42
서울식품우,"2,825",-0.18,63,988
KBSTAR 5대그룹주,"6,275",-0.63,63,399
삼성 HSCEI ETN(H),"6,270",-1.95,63,700
ARIRANG KS모멘텀가중TR,"12,500",-0.36,63,192
KB 레버리지 은 선물 ETN(H),"12,495",-3.33,62,158
HANARO Fn친환경에너지,"8,895",-0.61,62,"15,097"
HANARO 고배당,"11,245",-1.23,62,"1,341"
TIGER 차이나항셍25,"13,540",-1.38,61,"1,462"
KODEX MSCI모멘텀,"10,150",-0.10,61,9
SOL KRX기후변화솔루션,"10,130",0.00,61,11
KB 레버리지 KRX 2차전지 K-뉴딜 ETN,"6,055",0.08,61,"3,958"
계양전기우,"5,180",0.19,61,622
MASTER 테크미디어텔레콤액티브,"8,070",-1.22,61,719
KOSEF 릭소글로벌디지털경제MSCI,"7,560",1.54,60,5
ARIRANG K-유니콘투자기업액티브,"10,055",-0.89,60,12
KBSTAR KRX기후변화솔루션,"10,045",-0.05,60,191
ARIRANG 신흥국MSCI인버스(합성 H),"11,545",1.45,60,119
ACE 스마트하이베타,"11,980",-1.07,60,20
HANARO Fn조선해운,"9,945",-0.55,60,"17,499"
삼성 레버리지 KRX 2차전지 K-뉴딜 ETN,"5,930",-0.59,59,"1,737"
KBSTAR 200IT,"13,465",-0.96,59,"4,439"
ACE 베트남VN30선물블룸버그레버리지(H),"8,410",-1.41,59,"220,411"
ARIRANG 글로벌MSCI(합성 H),"15,090",-0.03,59,62
HANARO 원자력iSelect,"9,805",-1.11,59,"1,145"
KODEX 차이나메타버스액티브,"9,800",-1.75,59,"5,189"
TIGER 200커버드콜5%OTM,"11,630",-0.85,58,528
KB KOSPI 200 선물 ETN,"8,295",-0.06,58,8
TIGER 200 산업재,"6,310",0.32,58,168
KODEX 국채선물10년인버스,"53,160",-0.50,57,"2,116"
대신 인버스 철광석 선물 ETN(H) B,"5,735",2.41,57,"1,948"
KB KOSDAQ 150 선물 ETN,"8,190",-0.73,57,5
대신 S&P 2X 천연가스 선물 ETN,"1,905",15.11,57,"246,385"
KBSTAR 중소형고배당,"11,390",-0.61,57,257
현대비앤지스틸우,"51,800",-0.77,57,190
ACE 싱가포르리츠채권혼합모닝스타,"9,410",0.00,56,1
노루홀딩스우,"23,050",-0.86,56,"1,345"
메리츠 레버리지 KRX300 선물 ETN,"5,600",0.00,56,-
ARIRANG 단기채권액티브,"107,665",0.03,56,1
신한 인버스 2X 금 선물 ETN,"5,585",1.18,56,"12,720"
SK네트웍스우,"49,000",-1.01,56,483
ARIRANG 탄소효율그린뉴딜,"7,950",-0.69,56,45
HANARO KRX기후변화솔루션,"10,055",0.10,55,244
삼성 항셍테크 ETN(H),"5,505",-1.52,55,"5,433"
KBSTAR 미국장기국채선물(H),"9,150",0.60,55,"6,472"
TIGER 코스피대형주,"12,180",-0.57,55,94
ARIRANG K리츠Fn,"7,795",1.04,55,140
ARIRANG 국채선물3년,"52,410",0.00,55,-
ACE 국채선물10년인버스,"108,810",0.00,54,-
TIGER 라틴35,"3,885",1.30,54,"3,253"
HK S&P코리아로우볼,"12,085",0.00,54,-
ACE 차세대가치주액티브,"10,875",-0.28,54,192
KODEX K-이노베이션액티브,"9,875",-0.85,54,375
KBSTAR 200고배당커버드콜ATM,"7,755",-0.45,54,"4,748"
HK 베스트일레븐액티브,"7,755",0.00,54,-
ACE 필리핀MSCI(합성),"13,545",-0.18,54,67
흥국화재우,"7,040",-0.28,54,"5,194"
TIGER 200 경기소비재,"15,000",-0.70,54,165
ARIRANG KS로우볼가중TR,"11,970",-0.58,54,299
CJ씨푸드1우,"26,900",1.89,54,288
TRUE 인버스 나스닥 100 ETN,"5,375",0.94,54,496
SOL 한국형글로벌플랫폼&메타버스액티브,"9,510",-0.47,53,"1,595"
KBSTAR 우량업종,"10,625",0.00,53,8
WOORI 미국S&P우주항공&디펜스,"10,620",0.81,53,122
ACE 국채선물3년인버스,"105,830",0.00,53,-
ARIRANG 스마트베타Quality채권혼합,"10,580",-0.24,53,81
KOSEF 미국ETF산업STOXX,"10,555",0.33,53,18
TIGER 지주회사,"9,575",-0.21,53,"1,059"
KOSEF 코스닥150선물레버리지,"3,835",-1.79,52,"27,084"
미래에셋 S&P 2X 천연가스 선물 ETN(H),"2,085",12.70,52,"136,177"
ARIRANG KS퀄리티가중TR,"12,970",-0.80,52,112
HANARO 글로벌백신치료제MSCI,"10,340",0.00,52,-
KOSEF 코스닥150선물인버스,"8,685",0.87,51,"11,579"
